1;WA
2;NM
3;GA
4;SC
5;FL
6;TX
7;NC
8;CT
9;MA
10;ME
11;AL
12;MT
13;TN
14;KY
15;ID
16;UT
17;MD
18;DC
19;IA
20;OH
21;CO
22;VA
23;MI
24;NJ
25;IN
26;WI
27;KS
28;MO
29;NV
30;CA
31;LA
32;AR
33;IL
34;MS
35;NH
36;MN
37;OK
38;NE
39;OR
40;PA
41;DE
42;AZ
43;WV
44;RI
45;AK
46;HI
